frame,gt_count,pred_count,tp,fp,fn,precision,recall,f1,mae_px,time_s
45,52,46,46,19,6,0.708,0.885,0.786,2.959,0.206
46,52,46,46,20,6,0.697,0.885,0.78,2.965,0.0
47,52,49,48,18,4,0.727,0.923,0.814,3.201,0.208
48,52,46,50,16,2,0.758,0.962,0.847,3.279,0.0
49,52,46,50,16,2,0.758,0.962,0.847,3.062,0.206
50,52,46,50,16,2,0.758,0.962,0.847,3.025,0.0
51,52,48,50,16,2,0.758,0.962,0.847,2.889,0.206
52,52,48,51,15,1,0.773,0.981,0.864,3.002,0.0
53,53,48,50,15,3,0.769,0.943,0.847,3.045,0.209
54,55,47,47,18,8,0.723,0.855,0.783,2.917,0.0
55,55,49,49,17,6,0.742,0.891,0.81,2.999,0.208
56,55,49,51,16,4,0.761,0.927,0.836,2.998,0.0
57,55,51,52,15,3,0.776,0.945,0.852,3.122,0.206
58,56,48,52,16,4,0.765,0.929,0.839,3.264,0.0
59,56,48,51,17,5,0.75,0.911,0.823,3.171,0.208
60,56,48,52,17,4,0.754,0.929,0.832,3.317,0.0
61,56,50,51,19,5,0.729,0.911,0.81,3.058,0.208
62,56,50,53,18,3,0.746,0.946,0.835,3.097,0.0
63,56,51,53,18,3,0.746,0.946,0.835,2.975,0.207
64,57,51,52,19,5,0.732,0.912,0.812,2.74,0.0
65,57,51,52,19,5,0.732,0.912,0.812,2.755,0.208
66,57,51,53,18,4,0.746,0.93,0.828,3.18,0.0
67,57,52,53,17,4,0.757,0.93,0.835,3.215,0.208
68,58,48,55,17,3,0.764,0.948,0.846,3.183,0.0
69,58,48,55,17,3,0.764,0.948,0.846,3.389,0.211
70,58,48,55,17,3,0.764,0.948,0.846,3.569,0.0
71,58,51,54,18,4,0.75,0.931,0.831,3.401,0.215
72,58,51,54,18,4,0.75,0.931,0.831,3.491,0.0
73,58,58,55,17,3,0.764,0.948,0.846,3.655,0.209
74,59,55,57,18,2,0.76,0.966,0.851,3.921,0.0
75,59,55,57,18,2,0.76,0.966,0.851,3.853,0.207
76,59,55,56,20,3,0.737,0.949,0.83,4.111,0.0
77,59,55,56,20,3,0.737,0.949,0.83,4.007,0.209
78,59,49,56,20,3,0.737,0.949,0.83,3.781,0.0
79,59,50,56,20,3,0.737,0.949,0.83,3.663,0.207
80,59,49,56,20,3,0.737,0.949,0.83,3.695,0.0
81,59,49,56,20,3,0.737,0.949,0.83,3.611,0.206
82,59,48,56,20,3,0.737,0.949,0.83,3.672,0.0
83,59,51,56,20,3,0.737,0.949,0.83,3.564,0.211
84,59,49,56,20,3,0.737,0.949,0.83,3.589,0.0
85,59,50,54,21,5,0.72,0.915,0.806,3.302,0.208
86,59,49,54,21,5,0.72,0.915,0.806,3.336,0.0
87,58,53,53,23,5,0.697,0.914,0.791,3.235,0.208
88,58,49,53,25,5,0.679,0.914,0.779,3.781,0.0
89,58,54,54,23,4,0.701,0.931,0.8,3.558,0.209
90,58,52,53,24,5,0.688,0.914,0.785,3.414,0.0
91,58,53,54,23,4,0.701,0.931,0.8,3.335,0.209
92,57,49,54,23,3,0.701,0.947,0.806,3.492,0.0
93,57,49,54,23,3,0.701,0.947,0.806,3.392,0.208
94,57,49,53,25,4,0.679,0.93,0.785,3.316,0.0
95,57,49,53,25,4,0.679,0.93,0.785,3.121,0.212
96,57,48,54,24,3,0.692,0.947,0.8,3.317,0.0
97,57,50,54,23,3,0.701,0.947,0.806,3.313,0.21
98,57,50,54,25,3,0.684,0.947,0.794,2.974,0.0
99,59,51,54,25,5,0.684,0.915,0.783,2.989,0.208
100,60,51,53,27,7,0.662,0.883,0.757,3.206,0.0
101,60,53,55,25,5,0.688,0.917,0.786,3.306,0.21
102,60,51,54,27,6,0.667,0.9,0.766,3.184,0.0
103,60,52,54,27,6,0.667,0.9,0.766,2.907,0.212
104,59,52,54,27,5,0.667,0.915,0.771,3.038,0.0
105,59,54,55,24,4,0.696,0.932,0.797,3.068,0.208
106,59,53,55,25,4,0.688,0.932,0.791,3.123,0.0
107,58,53,54,27,4,0.667,0.931,0.777,3.014,0.209
108,58,52,54,26,4,0.675,0.931,0.783,2.897,0.0
109,59,56,54,26,5,0.675,0.915,0.777,3.081,0.208
110,59,55,53,28,6,0.654,0.898,0.757,3.453,0.0
111,58,55,53,28,5,0.654,0.914,0.763,3.678,0.21
112,59,54,53,29,6,0.646,0.898,0.752,3.376,0.0
113,60,54,52,30,8,0.634,0.867,0.732,3.197,0.209
114,59,54,52,31,7,0.627,0.881,0.732,3.158,0.0
115,59,57,52,31,7,0.627,0.881,0.732,2.97,0.209
116,59,53,53,31,6,0.631,0.898,0.741,3.148,0.0
117,60,53,52,32,8,0.619,0.867,0.722,3.037,0.212
118,59,51,55,31,4,0.64,0.932,0.759,3.142,0.0
119,59,54,54,32,5,0.628,0.915,0.745,3.076,0.212
120,60,54,54,33,6,0.621,0.9,0.735,2.906,0.0
